,filename,system,watershed,date,class,name,x,y,width,height,pic_id,region_count,region_id,area,aspect_ratio
0,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,1665.0,1571.0,119.0,46.0,120445.JPG,21,0,5474.0,0.3865546218487395
1,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,1925.0,1532.0,84.0,63.0,120445.JPG,21,1,5292.0,0.75
2,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,2252.0,1504.0,88.0,46.0,120445.JPG,21,2,4048.0,0.5227272727272727
3,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_sub,rect,2157.0,1486.0,88.0,35.0,120445.JPG,21,3,3080.0,0.3977272727272727
4,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,1686.0,1433.0,49.0,21.0,120445.JPG,21,4,1029.0,0.42857142857142855
5,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_sub,rect,1388.0,1690.0,130.0,18.0,120445.JPG,21,5,2340.0,0.13846153846153847
6,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,not_submerged ,rect,1398.0,1458.0,67.0,112.0,120445.JPG,21,6,7504.0,1.671641791044776
7,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,not_submerged ,rect,1469.0,1574.0,74.0,70.0,120445.JPG,21,7,5180.0,0.9459459459459459
8,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,not_submerged ,rect,1546.0,1641.0,67.0,53.0,120445.JPG,21,8,3551.0,0.7910447761194029
9,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,other,rect,1809.0,1479.0,98.0,81.0,120445.JPG,21,9,7938.0,0.826530612244898
10,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_fall,rect,2428.0,1581.0,109.0,42.0,120445.JPG,21,10,4578.0,0.3853211009174312
11,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,2291.0,1412.0,63.0,28.0,120445.JPG,21,11,1764.0,0.4444444444444444
12,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,2150.0,1363.0,53.0,46.0,120445.JPG,21,12,2438.0,0.8679245283018868
13,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water_green,rect,1852.0,1602.0,225.0,60.0,120445.JPG,21,13,13500.0,0.26666666666666666
14,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water_green,rect,2027.0,1398.0,119.0,53.0,120445.JPG,21,14,6307.0,0.44537815126050423
15,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,2045.0,1490.0,102.0,95.0,120445.JPG,21,15,9690.0,0.9313725490196079
16,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,1476.0,1462.0,316.0,91.0,120445.JPG,21,16,28756.0,0.2879746835443038
17,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,2354.0,1455.0,316.0,119.0,120445.JPG,21,17,37604.0,0.37658227848101267
18,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,2094.0,1585.0,309.0,39.0,120445.JPG,21,18,12051.0,0.1262135922330097
19,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,1918.0,1412.0,95.0,98.0,120445.JPG,21,19,9310.0,1.0315789473684212
20,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,1627.0,1630.0,207.0,46.0,120445.JPG,21,20,9522.0,0.2222222222222222
21,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,2242.0,1497.0,102.0,49.0,120444.JPG,18,0,4998.0,0.4803921568627451
22,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1430.0,1613.0,60.0,32.0,120444.JPG,18,1,1920.0,0.5333333333333333
23,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1402.0,1690.0,49.0,35.0,120444.JPG,18,2,1715.0,0.7142857142857143
24,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1451.0,1676.0,88.0,35.0,120444.JPG,18,3,3080.0,0.3977272727272727
25,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_sub,rect,2161.0,1465.0,63.0,53.0,120444.JPG,18,4,3339.0,0.8412698412698413
26,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,other,rect,1802.0,1469.0,98.0,81.0,120444.JPG,18,5,7938.0,0.826530612244898
27,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1841.0,1602.0,49.0,49.0,120444.JPG,18,6,2401.0,1.0
28,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1911.0,1588.0,56.0,56.0,120444.JPG,18,7,3136.0,1.0
29,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1444.0,1476.0,88.0,42.0,120444.JPG,18,8,3696.0,0.4772727272727273
30,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,not_submerged ,rect,1395.0,1462.0,56.0,105.0,120444.JPG,18,9,5880.0,1.875
31,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,not_submerged ,rect,1528.0,1613.0,81.0,81.0,120444.JPG,18,10,6561.0,1.0
32,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,not_submerged ,rect,1462.0,1539.0,63.0,77.0,120444.JPG,18,11,4851.0,1.2222222222222223
33,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1542.0,1451.0,239.0,109.0,120444.JPG,18,12,26051.0,0.4560669456066946
34,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1616.0,1574.0,211.0,109.0,120444.JPG,18,13,22999.0,0.5165876777251185
35,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1897.0,1412.0,249.0,148.0,120444.JPG,18,14,36852.0,0.5943775100401606
36,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1992.0,1567.0,292.0,77.0,120444.JPG,18,15,22484.0,0.2636986301369863
37,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,2347.0,1451.0,313.0,151.0,120444.JPG,18,16,47263.0,0.48242811501597443
38,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,2154.0,1391.0,193.0,56.0,120444.JPG,18,17,10808.0,0.29015544041450775
39,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,1381.0,1644.0,91.0,39.0,120443.JPG,18,0,3549.0,0.42857142857142855
40,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_fall,rect,1381.0,1690.0,109.0,25.0,120443.JPG,18,1,2725.0,0.22935779816513763
41,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,2238.0,1476.0,91.0,56.0,120443.JPG,18,2,5096.0,0.6153846153846154
42,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_sub,rect,2150.0,1458.0,63.0,60.0,120443.JPG,18,3,3780.0,0.9523809523809523
43,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,1820.0,1574.0,63.0,81.0,120443.JPG,18,4,5103.0,1.2857142857142858
44,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water_green,rect,1999.0,1405.0,109.0,56.0,120443.JPG,18,5,6104.0,0.5137614678899083
45,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,not_submerged ,rect,1391.0,1472.0,56.0,95.0,120443.JPG,18,6,5320.0,1.6964285714285714
46,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,not_submerged ,rect,1462.0,1563.0,81.0,81.0,120443.JPG,18,7,6561.0,1.0
47,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,not_submerged ,rect,1546.0,1627.0,63.0,63.0,120443.JPG,18,8,3969.0,1.0
48,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,1883.0,1518.0,74.0,32.0,120443.JPG,18,9,2368.0,0.43243243243243246
