filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,0,"{""name"":""rect"",""x"":1220,""y"":2020,""width"":102,""height"":87}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,1,"{""name"":""rect"",""x"":1407,""y"":1881,""width"":111,""height"":69}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,2,"{""name"":""rect"",""x"":1482,""y"":2023,""width"":72,""height"":87}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,3,"{""name"":""rect"",""x"":1103,""y"":1881,""width"":102,""height"":54}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,4,"{""name"":""rect"",""x"":1653,""y"":1878,""width"":60,""height"":45}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,5,"{""name"":""rect"",""x"":1572,""y"":2050,""width"":78,""height"":48}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,6,"{""name"":""rect"",""x"":1902,""y"":1966,""width"":75,""height"":60}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,7,"{""name"":""rect"",""x"":1824,""y"":1776,""width"":66,""height"":63}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,8,"{""name"":""rect"",""x"":1770,""y"":2068,""width"":60,""height"":60}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,9,"{""name"":""rect"",""x"":1966,""y"":1722,""width"":66,""height"":51}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,10,"{""name"":""rect"",""x"":1548,""y"":1776,""width"":57,""height"":48}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,11,"{""name"":""rect"",""x"":1334,""y"":2191,""width"":69,""height"":42}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,12,"{""name"":""rect"",""x"":2101,""y"":1857,""width"":102,""height"":90}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,13,"{""name"":""rect"",""x"":2059,""y"":1996,""width"":75,""height"":60}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,14,"{""name"":""rect"",""x"":2122,""y"":1713,""width"":51,""height"":57}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,15,"{""name"":""rect"",""x"":2257,""y"":1827,""width"":60,""height"":42}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,16,"{""name"":""rect"",""x"":2347,""y"":1936,""width"":69,""height"":72}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,17,"{""name"":""rect"",""x"":2516,""y"":1918,""width"":102,""height"":72}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,18,"{""name"":""rect"",""x"":2732,""y"":1978,""width"":57,""height"":48}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,19,"{""name"":""rect"",""x"":2167,""y"":2050,""width"":78,""height"":48}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,20,"{""name"":""rect"",""x"":1909,""y"":2074,""width"":60,""height"":72}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,21,"{""name"":""rect"",""x"":1226,""y"":2245,""width"":66,""height"":39}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,22,"{""name"":""rect"",""x"":1070,""y"":1999,""width"":51,""height"":57}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,23,"{""name"":""rect"",""x"":1235,""y"":1809,""width"":72,""height"":72}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,24,"{""name"":""rect"",""x"":1506,""y"":2147,""width"":138,""height"":62}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,25,"{""name"":""rect"",""x"":1704,""y"":1744,""width"":73,""height"":54}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,26,"{""name"":""rect"",""x"":1669,""y"":1961,""width"":114,""height"":35}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,27,"{""name"":""rect"",""x"":1809,""y"":1874,""width"":54,""height"":76}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,28,"{""name"":""rect"",""x"":1717,""y"":2180,""width"":95,""height"":30}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,29,"{""name"":""rect"",""x"":1952,""y"":1828,""width"":76,""height"":62}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190101_120000.JPG,166822,"{""attribute"":{}}",31,30,"{""name"":""rect"",""x"":2380,""y"":1769,""width"":68,""height"":76}","{""attribute"":{""snow_o"":true}}"
invert_Hbwtr_w1_20190102_115959.JPG,177510,"{""attribute"":{}}",25,0,"{""name"":""rect"",""x"":2015,""y"":1749,""width"":81,""height"":77}","{""attribute"":{""snow_o"":true}}"
